pollster,numeric_grade,state,candidate_name,pct,sample_size,pollscore,transparency_score,population,end_date,national_poll,recency
Emerson,2.9,Arizona,Kamala Harris,47.6,920,-1.1,7,lv,2024-09-28,0,38
Emerson,2.9,Arizona,Donald Trump,51.7,920,-1.1,7,lv,2024-09-28,0,38
Emerson,2.9,North Carolina,Kamala Harris,49.1,850,-1.1,7,lv,2024-09-28,0,38
Emerson,2.9,North Carolina,Donald Trump,49.9,850,-1.1,7,lv,2024-09-28,0,38
Emerson,2.9,Pennsylvania,Kamala Harris,49.3,1000,-1.1,7,lv,2024-09-28,0,38
Emerson,2.9,Pennsylvania,Donald Trump,48.8,1000,-1.1,7,lv,2024-09-28,0,38
Cygnal,2.1,Iowa,Kamala Harris,44.6,600,-1.1,4,lv,2024-09-28,0,38
Cygnal,2.1,Iowa,Donald Trump,51.3,600,-1.1,4,lv,2024-09-28,0,38
RMG Research,2.3,Texas,Kamala Harris,46,779,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,Texas,Donald Trump,53,779,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,Florida,Kamala Harris,48,774,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,Florida,Donald Trump,50,774,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,North Carolina,Kamala Harris,47,780,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,North Carolina,Donald Trump,51,780,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,Michigan,Kamala Harris,50,789,-0.4,5,lv,2024-09-27,0,39
RMG Research,2.3,Michigan,Donald Trump,47,789,-0.4,5,lv,2024-09-27,0,39
McCourtney Institute/YouGov,3,National,Kamala Harris,48,848,-1.1,6.5,lv,2024-09-27,1,39
McCourtney Institute/YouGov,3,National,Donald Trump,45,848,-1.1,6.5,lv,2024-09-27,1,39
Siena/NYT,3,Nebraska CD-2,Kamala Harris,51,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Donald Trump,42,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,49,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Donald Trump,41,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Jill Stein,2,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Chase Oliver,2,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,52,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Donald Trump,43,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Kamala Harris,51,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Donald Trump,42,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Jill Stein,2,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Nebraska CD-2,Chase Oliver,1,680,-1.5,9,lv,2024-09-26,0,40
SurveyUSA,2.8,Minnesota,Kamala Harris,50,646,-1.3,8,lv,2024-09-26,0,40
SurveyUSA,2.8,Minnesota,Donald Trump,44,646,-1.3,8,lv,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Kamala Harris,47.1,1005,-0.5,7,lv,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Donald Trump,49.4,1005,-0.5,7,lv,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Chase Oliver,0.7,1005,-0.5,7,lv,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Jill Stein,0.2,1005,-0.5,7,lv,2024-09-26,0,40
East Carolina University,2.6,North Carolina,Cornel West,0.1,1005,-0.5,7,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,45,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Donald Trump,47,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,43,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Donald Trump,46,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Jill Stein,2,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Chase Oliver,2,688,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,48,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Donald Trump,47,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Kamala Harris,46,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Donald Trump,46,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Jill Stein,2,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Michigan,Chase Oliver,1,688,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,45,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Donald Trump,49,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,44,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Donald Trump,47,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Jill Stein,2,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Chase Oliver,2,687,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,44,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Donald Trump,50,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Kamala Harris,43,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Donald Trump,49,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Jill Stein,2,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Ohio,Chase Oliver,2,687,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,49,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Donald Trump,47,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,48,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Donald Trump,45,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Jill Stein,1,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Chase Oliver,2,680,-1.5,9,rv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,49,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Donald Trump,47,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Kamala Harris,48,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Donald Trump,46,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Jill Stein,1,680,-1.5,9,lv,2024-09-26,0,40
Siena/NYT,3,Wisconsin,Chase Oliver,2,680,-1.5,9,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,52,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Donald Trump,48,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,52,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Donald Trump,48,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,48,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Donald Trump,44,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Robert F. Kennedy,3,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Chase Oliver,1,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Jill Stein,1,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Randall A. Terry,1,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Cornel West,0,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Claudia De La Cruz,0,882,-1.1,10,rv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Kamala Harris,49,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Donald Trump,44,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Robert F. Kennedy,3,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Chase Oliver,1,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Jill Stein,1,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Randall A. Terry,1,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Cornel West,0,798,-1.1,10,lv,2024-09-26,0,40
Marquette Law School,3,Wisconsin,Claudia De La Cruz,0,798,-1.1,10,lv,2024-09-26,0,40
Echelon Insights,2.7,National,Kamala Harris,52,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Donald Trump,45,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Kamala Harris,49,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Donald Trump,44,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Robert F. Kennedy,2,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Chase Oliver,1,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Jill Stein,0,1005,-0.8,9,lv,2024-09-25,1,41
Echelon Insights,2.7,National,Cornel West,0,1005,-0.8,9,lv,2024-09-25,1,41
Emerson,2.9,New York,Kamala Harris,55.5,1000,-1.1,7,lv,2024-09-25,0,41
Emerson,2.9,New York,Donald Trump,41.6,1000,-1.1,7,lv,2024-09-25,0,41
RMG Research,2.3,National,Kamala Harris,50,2952,-0.4,5,lv,2024-09-25,1,41
RMG Research,2.3,National,Donald Trump,48,2952,-0.4,5,lv,2024-09-25,1,41
CNN/SSRS,2.8,North Carolina,Kamala Harris,48,931,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,North Carolina,Donald Trump,48,931,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,North Carolina,Cornel West,1,931,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,North Carolina,Jill Stein,0,931,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,North Carolina,Chase Oliver,1,931,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Kamala Harris,53,749,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Donald Trump,42,749,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Cornel West,1,749,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Jill Stein,1,749,-0.6,10,lv,2024-09-25,0,41
CNN/SSRS,2.8,Nebraska CD-2,Chase Oliver,1,749,-0.6,10,lv,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Kamala Harris,48.6,946,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Donald Trump,49.7,946,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Jill Stein,0.4,946,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Kamala Harris,48.6,946,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Arizona,Donald Trump,49.8,946,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Kamala Harris,46.6,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Donald Trump,50.4,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Jill Stein,1.5,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Robert F. Kennedy,0.1,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Chase Oliver,0,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Kamala Harris,47.2,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Michigan,Donald Trump,50.6,918,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Kamala Harris,50.6,858,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Donald Trump,47.7,858,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Jill Stein,1,858,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Kamala Harris,50.5,858,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Nevada,Donald Trump,47.7,858,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Kamala Harris,48,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Donald Trump,50.6,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Chase Oliver,0.4,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Jill Stein,0,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Kamala Harris,48.1,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Pennsylvania,Donald Trump,51,1775,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Kamala Harris,48.2,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Donald Trump,49.6,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Chase Oliver,1,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Jill Stein,0.9,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Robert F. Kennedy,0.2,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Cornel West,0,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Kamala Harris,48.2,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Wisconsin,Donald Trump,49.7,1077,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Kamala Harris,50.8,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Donald Trump,47.3,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Jill Stein,0.9,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Cornel West,0.6,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Chase Oliver,0.2,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Kamala Harris,50.5,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,North Carolina,Donald Trump,48.1,1173,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Kamala Harris,49,1200,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Donald Trump,49.3,1200,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Chase Oliver,0.1,1200,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Cornel West,0,1200,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Kamala Harris,49,1200,-0.8,6,lv,2024-09-25,0,41
AtlasIntel,2.7,Georgia,Donald Trump,49.6,1200,-0.8,6,lv,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,43,832,-0.1,9,a,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,37,832,-0.1,9,a,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Cornel West,3,832,-0.1,9,a,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Jill Stein,1,832,-0.1,9,a,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Kamala Harris,47.4,762,-0.1,9,rv,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Donald Trump,36.6,762,-0.1,9,rv,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Cornel West,1.8,762,-0.1,9,rv,2024-09-25,0,41
Virginia Commonwealth U.,2.1,Virginia,Jill Stein,0.8,762,-0.1,9,rv,2024-09-25,0,41
Emerson,2.9,Texas,Kamala Harris,46.7,950,-1.1,7,lv,2024-09-24,0,42
Emerson,2.9,Texas,Donald Trump,52.3,950,-1.1,7,lv,2024-09-24,0,42
Emerson,2.9,Virginia,Kamala Harris,52.7,860,-1.1,7,lv,2024-09-24,0,42
Emerson,2.9,Virginia,Donald Trump,46.2,860,-1.1,7,lv,2024-09-24,0,42
YouGov,3,National,Kamala Harris,47,1424,-1.1,9,rv,2024-09-24,1,42
YouGov,3,National,Donald Trump,44,1424,-1.1,9,rv,2024-09-24,1,42
YouGov,3,National,Jill Stein,1,1424,-1.1,9,rv,2024-09-24,1,42
YouGov,3,National,Cornel West,0,1424,-1.1,9,rv,2024-09-24,1,42
YouGov,3,National,Kamala Harris,49,1220,-1.1,9,lv,2024-09-24,1,42
YouGov,3,National,Donald Trump,46,1220,-1.1,9,lv,2024-09-24,1,42
YouGov,3,National,Jill Stein,1,1220,-1.1,9,lv,2024-09-24,1,42
YouGov,3,National,Cornel West,0,1220,-1.1,9,lv,2024-09-24,1,42
YouGov,3,Georgia,Kamala Harris,49,1441,-1.1,9,lv,2024-09-24,0,42
YouGov,3,Georgia,Donald Trump,51,1441,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,47,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Donald Trump,49,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Chase Oliver,2,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Jill Stein,1,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Cornel West,1,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,47,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Donald Trump,50,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Chase Oliver,2,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Jill Stein,1,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Cornel West,0,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Donald Trump,50,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Kamala Harris,48,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Arizona,Donald Trump,51,764,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,49,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Donald Trump,47,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Cornel West,1,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Jill Stein,1,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Chase Oliver,1,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,50,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Donald Trump,48,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Cornel West,1,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Jill Stein,1,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Chase Oliver,1,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,51,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Donald Trump,48,1006,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Kamala Harris,51,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Georgia,Donald Trump,48,707,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,47,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Donald Trump,49,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Cornel West,1,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Jill Stein,1,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Chase Oliver,1,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,48,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Donald Trump,47,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Cornel West,1,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Jill Stein,1,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Chase Oliver,1,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,49,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Donald Trump,50,787,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Kamala Harris,50,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,North Carolina,Donald Trump,48,991,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,47,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,48,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Jill Stein,2,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Chase Oliver,2,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,48,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,46,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Jill Stein,1,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Chase Oliver,2,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,49,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,49,775,-1.1,9,lv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,50,1021,-1.1,9,rv,2024-09-24,0,42
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,48,1021,-1.1,9,rv,2024-09-24,0,42
Marist,2.9,Arizona,Kamala Harris,48,1416,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,Arizona,Donald Trump,50,1416,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,Arizona,Kamala Harris,49,1264,-0.9,9,lv,2024-09-24,0,42
Marist,2.9,Arizona,Donald Trump,50,1264,-0.9,9,lv,2024-09-24,0,42
Marist,2.9,North Carolina,Kamala Harris,49,1507,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,North Carolina,Donald Trump,48,1507,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,North Carolina,Kamala Harris,49,1348,-0.9,9,lv,2024-09-24,0,42
Marist,2.9,North Carolina,Donald Trump,49,1348,-0.9,9,lv,2024-09-24,0,42
Marist,2.9,Georgia,Kamala Harris,49,1420,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,Georgia,Donald Trump,48,1420,-0.9,9,rv,2024-09-24,0,42
Marist,2.9,Georgia,Kamala Harris,49,1220,-0.9,9,lv,2024-09-24,0,42
Marist,2.9,Georgia,Donald Trump,50,1220,-0.9,9,lv,2024-09-24,0,42
Suffolk,2.9,Arizona,Kamala Harris,42.4,500,-1,8,lv,2024-09-24,0,42
Suffolk,2.9,Arizona,Donald Trump,48.4,500,-1,8,lv,2024-09-24,0,42
Suffolk,2.9,Arizona,Jill Stein,1.2,500,-1,8,lv,2024-09-24,0,42
Suffolk,2.9,Arizona,Chase Oliver,1,500,-1,8,lv,2024-09-24,0,42
SurveyUSA,2.8,Nebraska,Kamala Harris,40,558,-1.3,8,lv,2024-09-23,0,43
SurveyUSA,2.8,Nebraska,Donald Trump,56,558,-1.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,63,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,31,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Jill Stein,1,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Chase Oliver,1,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,64,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,32,1012,-0.3,8,lv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,61,1012,-0.3,8,rv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,31,1012,-0.3,8,rv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Jill Stein,1,1012,-0.3,8,rv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Chase Oliver,1,1012,-0.3,8,rv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Kamala Harris,62,1012,-0.3,8,rv,2024-09-23,0,43
University of Maryland/Washington Post,2.5,Maryland,Donald Trump,32,1012,-0.3,8,rv,2024-09-23,0,43
RMG Research,2.3,Wisconsin,Kamala Harris,50,788,-0.4,5,lv,2024-09-23,0,43
RMG Research,2.3,Wisconsin,Donald Trump,49,788,-0.4,5,lv,2024-09-23,0,43
Ipsos,2.8,National,Kamala Harris,46.61,871,-0.9,9.5,rv,2024-09-22,1,44
Ipsos,2.8,National,Donald Trump,40.48,871,-0.9,9.5,rv,2024-09-22,1,44
Ipsos,2.8,National,Kamala Harris,50,785,-0.9,9.5,lv,2024-09-22,1,44
Ipsos,2.8,National,Donald Trump,44,785,-0.9,9.5,lv,2024-09-22,1,44
Ipsos,2.8,National,Kamala Harris,42,1029,-0.9,9.5,a,2024-09-22,1,44
Ipsos,2.8,National,Donald Trump,38,1029,-0.9,9.5,a,2024-09-22,1,44
CNN/SSRS,2.8,National,Kamala Harris,48,2074,-0.6,10,lv,2024-09-22,1,44
CNN/SSRS,2.8,National,Donald Trump,47,2074,-0.6,10,lv,2024-09-22,1,44
