pollster,numeric_grade,state,candidate_name,pct,sample_size,pollscore,population,end_date,national_poll,recency
YouGov Blue,3,North Carolina,Kamala Harris,46,802,-1.1,rv,2024-08-09,0,88
InsiderAdvantage,2,Michigan,Kamala Harris,49,800,-0.3,lv,2024-08-08,0,89
Cygnal,2.1,National,Kamala Harris,47.6,1500,-1.1,lv,2024-08-08,1,89
Cygnal,2.1,National,Kamala Harris,44.2,1500,-1.1,lv,2024-08-08,1,89
Siena/NYT,3,Michigan,Kamala Harris,45,619,-1.5,rv,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,50,619,-1.5,lv,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,44,619,-1.5,rv,2024-08-08,0,89
Siena/NYT,3,Michigan,Kamala Harris,48,619,-1.5,lv,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,50,661,-1.5,rv,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,50,661,-1.5,lv,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,49,661,-1.5,rv,2024-08-08,0,89
Siena/NYT,3,Wisconsin,Kamala Harris,49,661,-1.5,lv,2024-08-08,0,89
InsiderAdvantage,2,Wisconsin,Kamala Harris,48.3,800,-0.3,lv,2024-08-07,0,90
RMG Research,2.3,National,Kamala Harris,47,2000,-0.4,rv,2024-08-07,1,90
Ipsos,2.8,National,Kamala Harris,42,1342,-0.9,rv,2024-08-07,1,90
Ipsos,2.8,National,Kamala Harris,49,1342,-0.9,rv,2024-08-07,1,90
Emerson,2.9,Montana,Kamala Harris,42.5,1000,-1.1,lv,2024-08-06,0,91
Emerson,2.9,Montana,Kamala Harris,39,1000,-1.1,lv,2024-08-06,0,91
YouGov,3,National,Kamala Harris,45,1413,-1.1,rv,2024-08-06,1,91
Cygnal,2.1,North Carolina,Kamala Harris,44.1,600,-1.1,lv,2024-08-05,0,92
SurveyUSA,2.8,National,Kamala Harris,48,1510,-1.3,lv,2024-08-05,1,92
RMG Research,2.3,Wisconsin,Kamala Harris,48,800,-0.4,rv,2024-08-05,0,92
Marist,2.9,National,Kamala Harris,51,1513,-0.9,rv,2024-08-04,1,93
Marist,2.9,National,Kamala Harris,48,1513,-0.9,rv,2024-08-04,1,93
Hart/POS,2.6,National,Kamala Harris,46,1001,-0.7,rv,2024-08-04,1,93
YouGov,3,National,Kamala Harris,50,3092,-1.1,lv,2024-08-02,1,95
YouGov,3,National,Kamala Harris,49,3092,-1.1,lv,2024-08-02,1,95
UMass Amherst/YouGov,2.4,National,Kamala Harris,46,1000,-0.4,rv,2024-08-01,1,96
Siena,2.7,New York,Kamala Harris,53,1199,-0.8,lv,2024-08-01,0,96
Siena,2.7,New York,Kamala Harris,49,1199,-0.8,lv,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,49,877,-1.1,rv,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,50,801,-1.1,lv,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,45,877,-1.1,rv,2024-08-01,0,96
Marquette Law School,3,Wisconsin,Kamala Harris,46,801,-1.1,lv,2024-08-01,0,96
Marquette Law School,3,National,Kamala Harris,52,879,-1.1,rv,2024-08-01,1,96
Marquette Law School,3,National,Kamala Harris,53,683,-1.1,lv,2024-08-01,1,96
Marquette Law School,3,National,Kamala Harris,47,879,-1.1,rv,2024-08-01,1,96
Marquette Law School,3,National,Kamala Harris,50,683,-1.1,lv,2024-08-01,1,96
RMG Research,2.3,National,Kamala Harris,47,3000,-0.4,rv,2024-07-31,1,97
YouGov,3,National,Kamala Harris,46,1434,-1.1,rv,2024-07-30,1,98
Civiqs,2.4,National,Kamala Harris,49,1123,-0.2,rv,2024-07-30,1,98
GQR,2,Pennsylvania,Kamala Harris,50,500,0.1,lv,2024-07-30,0,98
Ipsos,2.8,National,Kamala Harris,43,876,-0.9,rv,2024-07-28,1,100
Emerson,2.9,New Hampshire,Kamala Harris,52.4,1000,-1.1,rv,2024-07-28,0,100
Emerson,2.9,New Hampshire,Kamala Harris,47.7,1000,-1.1,rv,2024-07-28,0,100
Leger,2,National,Kamala Harris,48,786,0,lv,2024-07-28,1,100
Susquehanna,2.3,Pennsylvania,Kamala Harris,47,600,-0.3,lv,2024-07-28,0,100
U. North Florida,2.8,Florida,Kamala Harris,42,774,-0.6,lv,2024-07-27,0,101
St. Anselm,2.4,New Hampshire,Kamala Harris,50,2083,-0.5,rv,2024-07-25,0,103
Ipsos,2.8,National,Kamala Harris,38,1238,-0.9,a,2024-07-25,1,103
U. New Hampshire,2.6,Maine,Kamala Harris,48,1445,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,Maine,Kamala Harris,54,1445,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Kamala Harris,49,2875,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,New Hampshire,Kamala Harris,53,2875,-0.3,lv,2024-07-25,0,103
SurveyUSA,2.8,Minnesota,Kamala Harris,50,656,-1.3,lv,2024-07-25,0,103
AtlasIntel,2.7,National,Kamala Harris,48,1980,-0.8,rv,2024-07-25,1,103
AtlasIntel,2.7,National,Kamala Harris,46.1,1980,-0.8,rv,2024-07-25,1,103
Angus Reid,2,National,Kamala Harris,44,1743,-0.1,rv,2024-07-25,1,103
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,56,732,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-1,Kamala Harris,60,732,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,40,701,-0.3,lv,2024-07-25,0,103
U. New Hampshire,2.6,Maine CD-2,Kamala Harris,49,701,-0.3,lv,2024-07-25,0,103
Siena/NYT,3,National,Kamala Harris,46,1142,-1.5,rv,2024-07-24,1,104
Siena/NYT,3,National,Kamala Harris,47,1142,-1.5,lv,2024-07-24,1,104
Siena/NYT,3,National,Kamala Harris,42,1142,-1.5,rv,2024-07-24,1,104
Siena/NYT,3,National,Kamala Harris,44,1142,-1.5,lv,2024-07-24,1,104
SurveyMonkey,2,National,Kamala Harris,38,5265,0.2,a,2024-07-24,1,104
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,46,1046,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Wisconsin,Kamala Harris,49,1046,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,45,1034,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,49,1034,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Kamala Harris,47,1071,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Minnesota,Kamala Harris,52,1071,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Kamala Harris,43,1012,-1.1,rv,2024-07-24,0,104
Beacon/Shaw,2.8,Michigan,Kamala Harris,49,1012,-1.1,rv,2024-07-24,0,104
Ipsos,2.8,National,Kamala Harris,39,1241,-0.9,a,2024-07-23,1,105
Ipsos,2.8,National,Kamala Harris,44,1018,-0.9,rv,2024-07-23,1,105
Ipsos,2.8,National,Kamala Harris,37,1241,-0.9,a,2024-07-23,1,105
Ipsos,2.8,National,Kamala Harris,42,1018,-0.9,rv,2024-07-23,1,105
RMG Research,2.3,National,Kamala Harris,46,2000,-0.4,rv,2024-07-23,1,105
Emerson,2.9,Arizona,Kamala Harris,47.4,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Arizona,Kamala Harris,39.8,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Georgia,Kamala Harris,48.9,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Georgia,Kamala Harris,43.3,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Michigan,Kamala Harris,49.1,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Michigan,Kamala Harris,43.8,800,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Wisconsin,Kamala Harris,50.6,845,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Wisconsin,Kamala Harris,45.4,845,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Pennsylvania,Kamala Harris,48.9,850,-1.1,rv,2024-07-23,0,105
Emerson,2.9,Pennsylvania,Kamala Harris,44.3,850,-1.1,rv,2024-07-23,0,105
YouGov,3,National,Kamala Harris,44,1155,-1.1,lv,2024-07-23,1,105
YouGov,3,National,Kamala Harris,41,1435,-1.1,rv,2024-07-23,1,105
Marist,2.9,National,Kamala Harris,45,1117,-0.9,rv,2024-07-22,1,106
Marist,2.9,National,Kamala Harris,42,1117,-0.9,rv,2024-07-22,1,106
Landmark Communications,2.1,Georgia,Kamala Harris,46.7,400,-0.6,lv,2024-07-22,0,106
Landmark Communications,2.1,Georgia,Kamala Harris,44.3,400,-0.6,lv,2024-07-22,0,106
YouGov,3,National,Kamala Harris,41,1178,-1.1,rv,2024-07-22,1,106
YouGov,3,National,Kamala Harris,46,1178,-1.1,rv,2024-07-22,1,106
Praecones Analytica,2,New Hampshire,Kamala Harris,39.3,601,0,rv,2024-07-21,0,107
Echelon Insights,2.7,National,Kamala Harris,47,982,-0.8,lv,2024-07-21,1,107
Quinnipiac,2.8,National,Kamala Harris,47,1257,-0.5,rv,2024-07-21,1,107
Quinnipiac,2.8,National,Kamala Harris,41,1257,-0.5,rv,2024-07-21,1,107
